Sentence,Word,POS,Tag
,faraham,IN,O
,kiya,IN,O
,jana,IN,O
,chahiye,IN,O
,.,IN,O
,
Sentence: 68,buhat,IN,O
,hi,IN,O
,acha,IN,O
,tutorial,IN,O
,hai,IN,O
,bhai,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,
Sentence: 69,Itna,IN,O
,bikr,IN,O
,drama,IN,O
,q,IN,O
,kr,IN,O
,dia,IN,O
,indian,IN,O
,drame,IN,O
,Ki,IN,O
,trha,IN,O
,q,IN,O
,bna,IN,O
,dia,IN,O
,aese,IN,O
,itniii,IN,O
,interest,IN,O
,hokr,IN,O
,dekhti,IN,O
,thi,IN,O
,or,IN,O
,upr,IN,O
,se,IN,O
,taiming,IN,O
,bi,IN,O
,change,IN,O
,krdi,IN,O
,dafrrr,IN,O
,
Sentence: 70,Oxford,IN,B-org
,university,IN,I-org
,ki,IN,O
,ek,IN,O
,team,IN,O
,ki,IN,O
,sarbarahi,IN,O
,mein,IN,O
,mohqiqeen,IN,O
,ne,IN,O
,Covid-19,IN,O
,ke,IN,O
,2,IN,O
,hazaar,IN,O
,se,IN,O
,zayed,IN,O
,tashweesh-naak,IN,O
,haalat,IN,O
,ka,IN,O
,shikaar,IN,O
,mareezoun,IN,O
,par,IN,O
,dawa,IN,O
,ka,IN,O
,tajurbah,IN,O
,kiya,IN,O
,+-+-,IN,O
,University,IN,B-org
,of,IN,I-org
,oxford,IN,I-org
,medical,IN,O
,department,IN,O
,ke,IN,O
,emerging,IN,O
,affective,IN,O
,bimarioun,IN,O
,ke,IN,O
,Professor,IN,O
,Peter,IN,B-per
,Horby,IN,I-per
,ney,IN,O
,kaha,IN,O
,Dexamethasone,IN,O
,pehli,IN,O
,aisi,IN,O
,dawa,IN,O
,hai,IN,O
,jis,IN,O
,ney,IN,O
,Covid-19,IN,O
,ke,IN,O
,mareezoun,IN,O
,ki,IN,O
,baqa,IN,O
,mein,IN,O
,behtari,IN,O
,ki,IN,O
,umeed,IN,O
,peda,IN,O
,ki,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 71,New,IN,B-loc
,Delhi>:,IN,I-loc
,Delhi,IN,B-loc
,ki,IN,O
,Patiala,IN,O
,House,IN,O
,adalat,IN,O
,ne,IN,O
,Nirbhaya,IN,O
,ijtimai,IN,O
,esmatdari,IN,O
,aur,IN,O
,qatal,IN,O
,case,IN,O
,mein,IN,O
,mulawis,IN,O
,charoun,IN,O
,mujrimoun,IN,O
,ke,IN,O
,liye,IN,O
,jummay,IN,O
,ke,IN,O
,roz,IN,O
,naya,IN,O
,death,IN,O
,warrant,IN,O
,jari,IN,O
,kiya,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 72,Iraq,IN,B-loc
,:,IN,O
,Curfew,IN,O
,mein,IN,O
,hafta,IN,O
,ko,IN,O
,narmi,IN,O
,ka,IN,O
,imkaan,IN,O
,
Sentence: 73,mehakma,IN,B-org
,mousmiyat,IN,I-org
,ke,IN,O
,mutabiq,IN,O
,+-+-,IN,O
,aam,IN,O
,tor,IN,O
,par,IN,O
,June,IN,O
,se,IN,O
,September,IN,O
,ke,IN,O
,monsoon,IN,O
,ke,IN,O
,mausam,IN,O
,mein,IN,O
,bijli,IN,O
,girnay,IN,O
,ka,IN,O
,khatrah,IN,O
,rehta,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 74,Kam,IN,O
,az,IN,O
,kam,IN,O
,15,IN,O
,khawateen,IN,O
,par,IN,O
,un,IN,O
,ki,IN,O
,sharamgah,IN,O
,mein,IN,O
,hamla,IN,O
,kiya,IN,O
,gaya,IN,O
,.,IN,O
,
Sentence: 75,Conte,IN,B-per
,ney,IN,O
,mazeed,IN,O
,kaha,IN,O
,taluqaat,IN,O
,ki,IN,O
,ek,IN,O
,bohat,IN,O
,qadeem,IN,O
,rivayet,IN,O
,hai,IN,O
,aur,IN,O
,Italy,IN,B-loc
,aur,IN,O
,Lebanon,IN,B-loc
,ke,IN,O
,mabain,IN,O
,intahi,IN,O
,gehray,IN,O
,taluqaat,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 76,fatah,IN,O
,kashmiriyon,IN,O
,ki,IN,O
,hogi,IN,O
,
Sentence: 77,Ab,IN,O
,agay,IN,O
,dekho,IN,O
,reham,IN,B-per
,Khan,IN,I-per
,ki,IN,O
,kitab,IN,O
,me,IN,O
,Kya,IN,O
,Kya,IN,O
,inkishafat,IN,O
,hote,IN,O
,ha,IN,O
,
Sentence: 78,mehakma,IN,O
,mosmiyat,IN,O
,ke,IN,O
,trapikl,IN,B-org
,sayiklon,IN,I-org
,center,IN,I-org
,ke,IN,O
,mutabiq,IN,O
,sun-hwa,IN,O
,ka,IN,O
,kam,IN,O
,dabao,IN,O
,salalah,IN,O
,aur,IN,O
,avman,IN,O
,se,IN,O
,1350,IN,O
,kilometer,IN,O
,daur,IN,O
,hai,IN,O
,+-+-,IN,O
,jabkay,IN,O
,Karachi,IN,B-loc
,ke,IN,O
,junoob,IN,O
,mein,IN,O
,sun-hwa,IN,O
,ka,IN,O
,kam,IN,O
,1400,IN,O
,kilometer,IN,O
,daur,IN,O
,hai,IN,O
,aur,IN,O
,aindah,IN,O
,24,IN,O
,ghanton,IN,O
,ke,IN,O
,douran,IN,O
,yeh,IN,O
,trapikl,IN,O
,sayiklon,IN,O
,mein,IN,O
,tabdeel,IN,O
,ho,IN,O
,sakta,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 79,beenish,IN,B-per
,rana,IN,I-per
,jaanamir7,IN,O
,anwarlodhi,IN,B-per
,imrankhanpti,IN,O
,asbabar786,IN,O
,chalen,IN,O
,lailmi,IN,O
,sahi,IN,O
,aap,IN,O
,ko,IN,O
,zyada,IN,O
,ilm,IN,O
,hoga,IN,O
,
Sentence: 80,bemari,IN,O
,ki,IN,O
,wajah,IN,O
,se,IN,O
,iski,IN,O
,mout,IN,O
,waqay,IN,O
,honay,IN,O
,ka,IN,O
,andesha,IN,O
,zahir,IN,O
,kiya,IN,O
,ja,IN,O
,raha,IN,O
,tha,IN,O
,.,IN,O
,
Sentence: 81,Is,IN,O
,ke,IN,O
,foran,IN,O
,baad,IN,O
,hi,IN,O
,Naseem,IN,B-per
,Shah,IN,I-per
,ne,IN,O
,Mendis,IN,B-per
,ko,IN,O
,Pavellion,IN,O
,ki,IN,O
,raah,IN,O
,dikha,IN,O
,di,IN,O
,+-+-,IN,O
,Wo,IN,O
,koi,IN,O
,run,IN,O
,na,IN,O
,bana,IN,O
,sakay,IN,O
,.,IN,O
,
Sentence: 82,arooj,IN,O
,mein,IN,O
,insan,IN,O
,takabbur,IN,O
,kerta,IN,O
,hai,IN,O
,aur,IN,O
,zawal,IN,O
,mein,IN,O
,nashukri,IN,O
,
Sentence: 83,yr,IN,O
,icka,IN,O
,seson,IN,O
,2,IN,O
,kb,IN,O
,ana,IN,O
,
Sentence: 84,mera,IN,O
,vote,IN,O
,pml,IN,B-org
,(,IN,I-org
,n,IN,I-org
,),IN,I-org
,,IN,I-org
,ke,IN,O
,sath,IN,O
,hai,IN,O
,.,IN,O
,kyon,IN,O
,ka,IN,O
,mery,IN,O
,khayal,IN,O
,sy,IN,O
,wo,IN,O
,hi,IN,O
,is,IN,O
,mulk,IN,O
,ko,IN,O
,bacha,IN,O
,sakti,IN,O
,ha,IN,O
,
Sentence: 85,Kinni,IN,O
,piye,IN,O
,gi?,IN,O
,
Sentence: 86,Hahaha,IN,O
,exactly,IN,O
,dj,IN,O
,is,IN,O
,too,IN,O
,cute,IN,O
,
Sentence: 87,Insidaad,IN,B-org
,bud,IN,I-org
,unwani,IN,I-org
,Bureau,IN,I-org
,(,IN,O
,ACB,IN,B-org
,),IN,O
,ne,IN,O
,mangal,IN,O
,ke,IN,O
,rooz,IN,O
,zay,IN,O
,shehar,IN,O
,Hyderabad,IN,B-loc
,mein,IN,O
,ek,IN,O
,Real,IN,O
,Estate,IN,O
,Developer,IN,O
,ke,IN,O
,daftar,IN,O
,se,IN,O
,ESI,IN,B-org
,ke,IN,O
,sabiq,IN,O
,Director,IN,O
,Devika,IN,B-per
,Rani,IN,I-per
,aur,IN,O
,pharmacist,IN,O
,Naga,IN,B-per
,lakshmi,IN,I-per
,rupay,IN,O
,ki,IN,O
,naqdi,IN,O
,raqam,IN,O
,zabt,IN,O
,karli,IN,O
,.,IN,O
,Talashi,IN,O
,ke,IN,O
,douran,IN,O
,tafteeshi,IN,O
,Agency,IN,O
,ne,IN,O
,yakam,IN,O
,September,IN,O
,ko,IN,O
,Hyderabad,IN,B-loc
,mein,IN,O
,ek,IN,O
,realtor,IN,O
,se,IN,O
,4,IN,O
,.,IN,O
,4,IN,O
,crore,IN,O
,rupay,IN,O
,ki,IN,O
,raqam,IN,O
,zabt,IN,O
,karli,IN,O
,.,IN,O
,
Sentence: 88,Macron,IN,B-per
,nay,IN,O
,kaha,IN,O
,ke,IN,O
,Iraqi,IN,O
,jinhen,IN,O
,bohat,IN,O
,ziyada,IN,O
,nuqsaan,IN,O
,uthana,IN,O
,pada,IN,O
,hai,IN,O
,+-+-,IN,O
,Ilaqai,IN,O
,taqaton,IN,O
,ya,IN,O
,intahaa,IN,O
,pasandon,IN,O
,ke,IN,O
,tasallut,IN,O
,ke,IN,O
,ilawa,IN,O
,bhi,IN,O
,ikhtiyarat,IN,O
,ke,IN,O
,mustahiq,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 89,naye,IN,O
,pakistan,IN,B-loc
,mein,IN,O
,ab,IN,O
,tak,IN,O
,yeh,IN,O
,log,IN,O
,azad,IN,O
,ghoom,IN,O
,rahye,IN,O
,hain,IN,O
,
Sentence: 90,locked,IN,O
,layer,IN,O
,unlock,IN,O
,nhi,IN,O
,ho,IN,O
,skta,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,aisi,IN,O
,soorat,IN,O
,mai,IN,O
,layer,IN,O
,pr,IN,O
,right,IN,O
,click,IN,O
,kr,IN,O
,k,IN,O
,duplicate,IN,O
,layer,IN,O
,kr,IN,O
,liya,IN,O
,krien,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,duplicate,IN,O
,layer,IN,O
,unlocked,IN,O
,hi,IN,O
,hoga,IN,O
,.,IN,O
,.,IN,O
,
Sentence: 91,Pir,IN,O
,Pagara,IN,O
,Hur,IN,O
,jamat,IN,O
,ke,IN,O
,sarbarah,IN,O
,azeem,IN,O
,dargah,IN,O
,Pagara,IN,O
,Gaddi,IN,O
,ke,IN,O
,sajjadah,IN,O
,nasheen,IN,O
,aur,IN,O
,aik,IN,O
,mumtaz,IN,O
,politician,IN,O
,ki,IN,O
,hesiyat,IN,O
,se,IN,O
,nihayat,IN,O
,mutehrik,IN,O
,nazar,IN,O
,aate,IN,O
,the,IN,O
,
Sentence: 92,Ek,IN,O
,aur,IN,O
,Auto,IN,O
,driver,IN,O
,Mohammad,IN,B-per
,Sabir,IN,I-per
,ne,IN,O
,maatam,IN,O
,karte,IN,O
,huve,IN,O
,kaha,IN,O
,phele,IN,O
,hi,IN,O
,hum,IN,O
,lockdown,IN,O
,be,IN,O
,hadd,IN,O
,tanao,IN,O
,mein,IN,O
,guzar,IN,O
,chuke,IN,O
,hain,IN,O
,aur,IN,O
,jo,IN,O
,kuch,IN,O
,bhi,IN,O
,thoda,IN,O
,sarmaya,IN,O
,hamaray,IN,O
,sath,IN,O
,reh,IN,O
,gaya,IN,O
,tha,IN,O
,wo,IN,O
,poora,IN,O
,khatam,IN,O
,hogaya,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 93,mayor,IN,O
,karachi,IN,B-loc
,ko,IN,O
,pakra,IN,O
,jaye,IN,O
,to,IN,O
,sara,IN,O
,loota,IN,O
,huwa,IN,O
,paisa,IN,O
,nikal,IN,O
,aye,IN,O
,ga,IN,O
,
Sentence: 94,maqam,IN,O
,paidaiesh,IN,O
,kiya,IN,O
,hai?,IN,O
,
Sentence: 95,Mustafizur,IN,B-per
,Rahman,IN,I-per
,ke,IN,O
,IPL,IN,O
,mein,IN,O
,shirkat,IN,O
,ka,IN,O
,Record,IN,O
,dekha,IN,O
,jaye,IN,O
,to,IN,O
,unhoun,IN,O
,ny,IN,O
,Mumbai,IN,B-org
,Indiens,IN,I-org
,ke,IN,O
,liye,IN,O
,aakhri,IN,O
,martaba,IN,O
,IPL,IN,O
,2018,IN,O
,mein,IN,O
,numaindagi,IN,O
,ki,IN,O
,thi,IN,O
,aur,IN,O
,is,IN,O
,season,IN,O
,mein,IN,O
,unhoun,IN,O
,ny,IN,O
,apni,IN,O
,team,IN,O
,ke,IN,O
,liye,IN,O
,saat,IN,O
,muqablon,IN,O
,mein,IN,O
,shirkat,IN,O
,ki,IN,O
,thi,IN,O
,aur,IN,O
,is,IN,O
,mein,IN,O
,32,IN,O
,.,IN,O
,85,IN,O
,ki,IN,O
,osat,IN,O
,se,IN,O
,7,IN,O
,wickten,IN,O
,haasil,IN,O
,kee,IN,O
,.,IN,O
,
Sentence: 96,In,IN,O
,sub,IN,O
,qawaneen,IN,O
,ki,IN,O
,khilaf,IN,O
,warziyan,IN,O
,tu,IN,O
,imran,IN,B-per
,Roxana,IN,O
,karta,IN,O
,rehta,IN,O
,hay,IN,O
,.,IN,O
,
Sentence: 97,Citrus,IN,O
,ki,IN,O
,is,IN,O
,se,IN,O
,acha,IN,O
,flavour,IN,O
,kisi,IN,O
,main,IN,O
,nahi,IN,O
,daikha,IN,O
,
Sentence: 98,O,IN,O
,bae,IN,O
,tu,IN,O
,sb,IN,O
,ka,IN,O
,pu,IN,O
,ha,IN,O
,is,IN,O
,kam,IN,O
,me,IN,O
,+-+-,IN,O
,yd,IN,O
,ne,IN,O
,bus,IN,O
,me,IN,O
,b,IN,O
,glasses,IN,O
,laga,IN,O
,k,IN,O
,charta,IN,O
,tha,IN,O
,
Sentence: 99,Imran,IN,B-per
,nawaz,IN,B-per
,Zardari,IN,B-per
,ur,IN,O
,in,IN,O
,jysy,IN,O
,leadro,IN,O
,k,IN,O
,hoty,IN,O
,hovy,IN,O
,kom,IN,O
,k,IN,O
,bytiu,IN,O
,k,IN,O
,sath,IN,O
,eysa,IN,O
,hota,IN,O
,rhy,IN,O
,ga,IN,O
,ik,IN,O
,inqalab,IN,O
,jo,IN,O
,in,IN,O
,sub,IN,O
,ko,IN,O
,margla,IN,B-loc
,tewer,IN,I-loc
,p,IN,O
,letkey,IN,O
,
Sentence: 100,Mohqiqeen,IN,O
,Anti,IN,O
,Bodies,IN,O
,ke,IN,O
,zariye,IN,O
,is,IN,O
,sawal,IN,O
,ka,IN,O
,wazeh,IN,O
,jawab,IN,O
,talaash,IN,O
,karne,IN,O
,ki,IN,O
,koshisho,IN,O
,mein,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 101,Darasal,IN,O
,kaghazat,IN,O
,banwane,IN,O
,ke,IN,O
,liye,IN,O
,pesey,IN,O
,kharch,IN,O
,karne,IN,O
,padte,IN,O
,hain,IN,O
,aur,IN,O
,ghareeb,IN,O
,ke,IN,O
,paas,IN,O
,pesey,IN,O
,nahi,IN,O
,hotay,IN,O
,.,IN,O
,
Sentence: 102,ab,IN,O
,tu,IN,O
,bht,IN,O
,deir,IN,O
,hogae,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,banda,IN,O
,tu,IN,O
,kab,IN,O
,ka,IN,O
,lorka,IN,O
,diya,IN,O
,aapney,IN,O
,{}{,IN,O
,456,IN,O
,
Sentence: 103,mirza,IN,B-per
,v1cky,IN,O
,sarahjawadkhan,IN,B-per
,ab,IN,O
,to,IN,O
,farmaisi,IN,O
,programe,IN,O
,bna,IN,O
,liya,IN,O
,hai,IN,O
,pti,IN,B-org
,ki,IN,O
,bari,IN,O
,to,IN,O
,4,IN,O
,halkoo,IN,O
,ma,IN,O
,salooo,IN,O
,lag,IN,O
,gay,IN,O
,thay,IN,O
,patwari,IN,O
,
Sentence: 104,Ohdedar,IN,O
,ne,IN,O
,mazeed,IN,O
,kaha,IN,O
,ke,IN,O
,CEOEEO,IN,O
,se,IN,O
,wabasta,IN,O
,tamam,IN,O
,sar,IN,O
,garmion,IN,O
,mein,IN,O
,tehqeeq,IN,O
,ka,IN,O
,kam,IN,O
,anjaam,IN,O
,day,IN,O
,gi,IN,O
,.,IN,O
,
Sentence: 105,3,IN,O
,baras,IN,O
,ke,IN,O
,arsay,IN,O
,mein,IN,O
,4000,IN,O
,misrion,IN,O
,ke,IN,O
,musalsal,IN,O
,mehnat,IN,O
,se,IN,O
,tayyar,IN,O
,kiya,IN,O
,jaane,IN,O
,wala,IN,O
,yeh,IN,O
,pull,IN,O
,shumali,IN,O
,qahira,IN,B-loc
,ke,IN,O
,markazi,IN,O
,ilaqe,IN,O
,ke,IN,O
,qareeb,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 106,Astaghferrullah,IN,O
,Quran,IN,O
,se,IN,O
,douri,IN,O
,Ka,IN,O
,ye,IN,O
,Alam,IN,O
,h,IN,O
,k,IN,O
,log,IN,O
,is,IN,O
,ayat,IN,O
,Ka,IN,O
,tarjuma,IN,O
,puch,IN,O
,rhy,IN,O
,hn,IN,O
,
Sentence: 107,is,IN,O
,ke,IN,O
,barkhilaf,IN,O
,congress,IN,B-org
,party,IN,O
,ne,IN,O
,jis,IN,O
,ko,IN,O
,78,IN,O
,nashistain,IN,O
,haasil,IN,O
,huien,IN,O
,+-+-,IN,O
,Janata,IN,B-org
,Dal,IN,I-org
,S,IN,I-org
,ki,IN,O
,tayeed,IN,O
,ka,IN,O
,elaan,IN,O
,kya,IN,O
,jis,IN,O
,ke,IN,O
,paas,IN,O
,37,IN,O
,nashistain,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 108,Tm,IN,O
,aur,IN,O
,usman?,IN,B-per
,
Sentence: 109,inhen,IN,O
,un,IN,O
,ke,IN,O
,huqooq,IN,O
,dilwaye,IN,O
,+-+-,IN,O
,hukoomaton,IN,O
,ko,IN,O
,majaboor,IN,O
,kiya,IN,O
,ke,IN,O
,woh,IN,O
,hyderabad,IN,B-loc
,ke,IN,O
,musalmanoon,IN,O
,ko,IN,O
,taraqqi,IN,O
,ke,IN,O
,dhaaray,IN,O
,mein,IN,O
,jodey,IN,O
,+-+-,IN,O
,dehshat,IN,O
,gardi,IN,O
,ke,IN,O
,be,IN,O
,ja,IN,O
,ilzamaat,IN,O
,mein,IN,O
,girftar,IN,O
,mulzimin,IN,O
,ki,IN,O
,rehaie,IN,O
,ke,IN,O
,baad,IN,O
,hukoomat,IN,O
,se,IN,O
,inhen,IN,O
,apne,IN,O
,bhai,IN,O
,Akbaruddin,IN,B-per
,owaisi,IN,I-per
,ke,IN,O
,zariye,IN,O
,muawza,IN,O
,dilwaya,IN,O
,.,IN,O
,
Sentence: 110,Jo,IN,O
,pehle,IN,O
,ajaye,IN,O
,me,IN,O
,us,IN,O
,me,IN,O
,beth,IN,O
,jata,IN,O
,hu,IN,O
,wese,IN,O
,green,IN,O
,shuru,IN,O
,me,IN,O
,sae,IN,O
,thi,IN,O
,phr,IN,O
,bech,IN,O
,me,IN,O
,muslim,IN,O
,set,IN,O
,thi,IN,O
,q,IN,O
,k,IN,O
,green,IN,O
,quaidabad,IN,B-loc
,me,IN,O
,15,IN,O
,20,IN,O
,mint,IN,O
,rukti,IN,O
,thi,IN,O
,lkn,IN,O
,ab,IN,O
,quaidabad,IN,B-loc
,pe,IN,O
,nhi,IN,O
,rukne,IN,O
,dete,IN,O
,ziada,IN,O
,to,IN,O
,dono,IN,O
,brabr,IN,O
,hi,IN,O
,hen,IN,O
,ab,IN,O
,.,IN,O
,
Sentence: 111,Is,IN,O
,haqeeqat,IN,O
,se,IN,O
,aksariyat,IN,O
,waaqif,IN,O
,nahi,IN,O
,ke,IN,O
,Granthalayam,IN,O
,ke,IN,O
,dafaa,IN,O
,1960,IN,O
,ke,IN,O
,tehat,IN,O
,awam,IN,O
,jo,IN,O
,properly,IN,O
,Tax,IN,O
,ada,IN,O
,karte,IN,O
,hain,IN,O
,is,IN,O
,mein,IN,O
,har,IN,O
,rupay,IN,O
,ke,IN,O
,20,IN,O
,paesey,IN,O
,library,IN,O
,shobay,IN,O
,ko,IN,O
,ada,IN,O
,kiye,IN,O
,jany,IN,O
,chahiye,IN,O
,lekin,IN,O
,2014,IN,O
,se,IN,O
,hukoomat,IN,O
,properly,IN,O
,tax,IN,O
,mein,IN,O
,library,IN,O
,ka,IN,O
,hissa,IN,O
,mutaliqa,IN,O
,shobay,IN,O
,ko,IN,O
,faraham,IN,O
,karne,IN,O
,mein,IN,O
,nakaam,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 112,Muzahirey,IN,O
,ke,IN,O
,douran,IN,O
,jin,IN,O
,2,IN,O
,loguon,IN,O
,ki,IN,O
,mout,IN,O
,huvi,IN,O
,hai,IN,O
,un,IN,O
,ke,IN,O
,naam,IN,O
,Abdul,IN,B-per
,Jaleel,IN,I-per
,aur,IN,O
,Nausin,IN,B-per
,betaye,IN,O
,ja,IN,O
,rahay,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 113,Free,IN,O
,medical,IN,O
,bhi,IN,O
,karwaa,IN,O
,rahaa,IN,O
,hai,IN,O
,lougo,IN,O
,kiKhaali,IN,O
,jalsay,IN,O
,nahe,IN,O
,kar,IN,O
,rahaa,IN,O
,
Sentence: 114,Imran,IN,B-per
,Khan,IN,I-per
,175,IN,O
,one,IN,O
,day,IN,O
,machetes,IN,O
,mein,IN,O
,hissa,IN,O
,liye,IN,O
,aur,IN,O
,182,IN,O
,wickets,IN,O
,hassil,IN,O
,kiye,IN,O
,app,IN,O
,nay,IN,O
,3709,IN,O
,runs,IN,O
,33,IN,O
,41,IN,O
,ki,IN,O
,osat,IN,O
,say,IN,O
,banaye,IN,O
,in,IN,O
,ka,IN,O
,ziada,IN,O
,say,IN,O
,ziada,IN,O
,scoure,IN,O
,102,IN,O
,not,IN,O
,out,IN,O
,tha,IN,O
,jo,IN,O
,inhon,IN,O
,nay,IN,O
,Sri,IN,B-loc
,Lanka,IN,I-loc
,kay,IN,O
,khilaf,IN,O
,1983,IN,O
,mein,IN,O
,banaya,IN,O
,
Sentence: 115,Tarjuman,IN,O
,ne,IN,O
,mazeed,IN,O
,kaha,IN,O
,hai,IN,O
,ke,IN,O
,CCTV,IN,O
,cameras,IN,O
,ke,IN,O
,Room,IN,O
,mo-asar,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 116,talathussain12,IN,O
,bhai,IN,O
,tum,IN,O
,log,IN,O
,jo,IN,O
,bhi,IN,O
,karlo,IN,O
,ns,IN,B-per
,aur,IN,O
,mn,IN,B-per
,jail,IN,O
,ma,IN,O
,hn,IN,O
,aur,IN,O
,ik,IN,B-per
,jeet,IN,O
,gya,IN,O
,ha,IN,O
,
Sentence: 117,Is,IN,O
,ne,IN,O
,mujh,IN,O
,par,IN,O
,qaabu,IN,O
,palaya,IN,O
,aur,IN,O
,mujhe,IN,O
,zameen,IN,O
,par,IN,O
,gira,IN,O
,diya,IN,O
,.,IN,O
,
Sentence: 118,ubi,IN,O
,shukar,IN,O
,ha,IN,O
,k,IN,O
,ye,IN,O
,wo,IN,O
,aawazen,IN,O
,ni,IN,O
,nikalteen,IN,O
,jo,IN,O
,gaaon,IN,O
,ki,IN,O
,aurten,IN,O
,nikalti,IN,O
,hain,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,un,IN,O
,mein,IN,O
,b,IN,O
,1,IN,O
,surr,IN,O
,hota,IN,O
,ha,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,sidra,IN,B-per
,ki,IN,O
,shaadi,IN,O
,horahi,IN,O
,ha,IN,O
,aur,IN,O
,wo,IN,O
,is,IN,O
,tarah,IN,O
,ro,IN,O
,rahi,IN,O
,ha,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,1,IN,O
,soldier,IN,O
,border,IN,O
,par,IN,O
,khara,IN,O
,hota,IN,O
,ha,IN,O
,aur,IN,O
,wo,IN,O
,ni,IN,O
,roota,IN,O
,ye,IN,O
,janty,IN,O
,hue,IN,O
,b,IN,O
,1,IN,O
,wo,IN,O
,kisi,IN,O
,b,IN,O
,waqt,IN,O
,shaheed,IN,O
,hosakta,IN,O
,ha,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,in,IN,O
,k,IN,O
,rony,IN,O
,se,IN,O
,zyada,IN,O
,peechy,IN,O
,jo,IN,O
,sound,IN,O
,laga,IN,O
,hota,IN,O
,ha,IN,O
,na,IN,O
,wo,IN,O
,zyada,IN,O
,impact,IN,O
,karta,IN,O
,ha,IN,O
,logon,IN,O
,ko,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,aap,IN,O
,hamari,IN,O
,morning,IN,O
,show,IN,O
,host,IN,O
,dekhye,IN,O
,1,IN,O
,b,IN,O
,decent,IN,O
,ni,IN,O
,ha,IN,O
,siwaey,IN,O
,farah,IN,B-per
,and,IN,O
,to,IN,O
,an,IN,O
,extent,IN,O
,sanam,IN,B-per
,k,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,and,IN,O
,faysal,IN,B-per
,qureshi,IN,I-per
,ka,IN,O
,show,IN,O
,buht,IN,O
,a6a,IN,O
,hota,IN,O
,ha,IN,O
,bcz,IN,O
,agr,IN,O
,wo,IN,O
,koi,IN,O
,info,IN,O
,ni,IN,O
,deta,IN,O
,to,IN,O
,kum,IN,O
,se,IN,O
,kum,IN,O
,entertainment,IN,O
,zaroor,IN,O
,deta,IN,O
,ha,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,a,IN,O
,very,IN,O
,well,IN,O
,written,IN,O
,article,IN,O
,
Sentence: 119,Mujhe,IN,O
,aisa,IN,O
,laga,IN,O
,ke,IN,O
,jaise,IN,O
,moti,IN,O
,tapak,IN,O
,rahe,IN,O
,hain,IN,O
,
Sentence: 120,hamidmirpak,IN,O
,ik,IN,B-per
,ku,IN,O
,bht,IN,O
,samjh,IN,O
,kr,IN,O
,punjab,IN,B-loc
,ka,IN,O
,cm,IN,O
,bnana,IN,O
,chahya,IN,O
,is,IN,O
,silsila,IN,O
,mie,IN,O
,choti,IN,O
,se,IN,O
,ghalti,IN,O
,ik,IN,B-per
,ka,IN,O
,lia,IN,O
,bht,IN,O
,barhi,IN,O
,nakami,IN,O
,ho,IN,O
,sakti,IN,O
,ha,IN,O
,
Sentence: 121,ajeeb,IN,O
,drama,IN,O
,bna,IN,O
,hoa,IN,O
,hai,IN,O
,afsoos,IN,O
,
Sentence: 122,bhai,IN,O
,achi,IN,O
,info,IN,O
,hai,IN,O
,lakin,IN,O
,bohat,IN,O
,old,IN,O
,hai,IN,O
,.,IN,O
,matlab,IN,O
,up,IN,O
,to,IN,O
,date,IN,O
,nahi,IN,O
,hai,IN,O
,.,IN,O
,ab,IN,O
,tadad,IN,O
,barh,IN,O
,gai,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 123,bhutto,IN,B-per
,abhi,IN,O
,tak,IN,O
,zinda,IN,O
,hai,IN,O
,sindh,IN,B-loc
,me,IN,O
,batadiya,IN,O
,naya,IN,O
,pakistan,IN,B-loc
,aur,IN,O
,purana,IN,O
,sindh,IN,B-loc
,mubarak,IN,O
,ho,IN,O
,
Sentence: 124,ajj,IN,O
,kal,IN,O
,pakistan,IN,B-loc
,main,IN,O
,halaat,IN,O
,khraab,IN,O
,honay,IN,O
,kay,IN,O
,saath,IN,O
,saath,IN,O
,logoon,IN,O
,ki,IN,O
,zubanain,IN,O
,bhi,IN,O
,kharaab,IN,O
,ho,IN,O
,gayee,IN,O
,hain,IN,O
,
Sentence: 125,unhon,IN,O
,ney,IN,O
